Avigdor Arikha,Expressionism,Daisies,36841.jpg
Francisc Sirato,Post-Impressionism,La gherghef,15155.jpg
Luc-Olivier Merson,Romanticism,Saint Edmund the Martyr King of England,30817.jpg
Juan Carreno de Miranda,Baroque,Portrait of a infanta,39559.jpg
Gustave Courbet,Realism,Beach in Normandy,92232.jpg
John William Waterhouse,Romanticism,Psyche entering Cupid's Garden,90862.jpg
Max Pechstein,Post-Impressionism,Hafen ,93157.jpg
Adriaen van Ostade,Baroque,Scissors Grinder,55380.jpg
Dmitry Levitzky,Rococo,Ivan Golenishcev-Kutuzov,24919.jpg
Mstislav Dobuzhinsky,Symbolism,Vilno. Entrance to the Holy Trinity monastery.,59176.jpg
Eugene Delacroix,Romanticism,Chopin,77354.jpg
Winston Churchill,Impressionism,Near Lochmore on the Duke of Wesminster's Scottish Estate,88068.jpg
Marie Bracquemond,Impressionism,The Lady in white,82295.jpg
Vasily Perov,Realism,The conversation at the round table ,29067.jpg
Nicholas Hilliard,Baroque,Queen Elizabeth I,5193.jpg
Josef Sima,Surrealism,Paysage II,150.jpg
Le Pho,Post-Impressionism,Portrait of a Vietnamese Boy,37962.jpg
Vogelvase,Expressionism,Blumenblatt,97534.jpg
Jean David,Expressionism,Untitled,43621.jpg
Joan Ponc,Surrealism,Dau al Set,30479.jpg
William Leighton Leitch,Romanticism,"Santa Maria della Salute, Venice",65839.jpg
Conroy Maddox,Surrealism,Cabinet des Merveilles,93011.jpg
Max Gubler,Expressionism,Summer Landscape with Schlieren Gas Works,81963.jpg
Renato Guttuso,Expressionism,Da Guernica,42409.jpg
Camille Corot,Realism,View near Epernon,101647.jpg
Karl Schmidt-Rottluff,Expressionism,Village at the Sea,91646.jpg
Louis Comfort Tiffany,Art Nouveau (Modern),Daffodils,29516.jpg
Bernardo Strozzi,Baroque,The Abduction of Europa,82080.jpg
James Tissot,Symbolism,Isaac Bears the Wood for His Sacrifice,24899.jpg
Wilhelm Kotarbinski,Art Nouveau (Modern),The Dance of the Leaves,87642.jpg
Oscar Dominguez,Surrealism,Retrato de Roma,9807.jpg
Lovis Corinth,Impressionism,Self-Portrait in a Black Hat,15522.jpg
Horia Bernea,Post-Impressionism,Hill,41564.jpg
Maurice Boitel,Impressionism,Côte d'Opale dunes au soleil couchant,59836.jpg
John William Waterhouse,Romanticism,Miranda,4427.jpg
Eliseu Visconti,Art Nouveau (Modern),BAS DE PORTIERE,22484.jpg
Hedda Sterne,Expressionism,Reclining Nude,95065.jpg
Alexandre Benois,Art Nouveau (Modern),Peter the Great meditating the Idea of building St. Petersburg at the Shore of the Baltic Sea,53715.jpg
Karl Schmidt-Rottluff,Expressionism,Dr Rosa Schapire,55751.jpg
Theodore Rousseau,Realism,The campaign at sunrise,49906.jpg
Victor Hugo,Symbolism,Ruined Aqueduct,16106.jpg
Gustave Caillebotte,Impressionism,"Fields, Plain of Gennevilliers",4892.jpg
Gregoire Boonzaier,Impressionism,"An Old Cottage, Mowbray",73696.jpg
Homer Watson,Impressionism,"The Cliff Light, Cape Breton",74419.jpg
Jean David,Surrealism,Standing Figure,81620.jpg
Mstislav Dobuzhinsky,Symbolism,Synagogue,74395.jpg
Lovis Corinth,Expressionism,The Blinded Samson,84998.jpg
John Miller,Impressionism,Santa Maria Della Salute,80390.jpg
António de Carvalho da Silva Porto,Realism,Pequena Fiandeira Napolitana,78373.jpg
Gerard Sekoto,Expressionism,"THE BLUE BERET, MARY SEKOTO ",99150.jpg
James Tissot,Realism,Caricature of Alexander Baillie Cochrane M.P.,57765.jpg
Raphael Kirchner,Art Nouveau (Modern),Girls faces in a circle on violet,65245.jpg
Nikos Nikolaou,Expressionism,Composition,4267.jpg
Dado,Surrealism,Untitled,3775.jpg
Raphael Kirchner,Art Nouveau (Modern),Ice Flowers,11697.jpg
George Bouzianis,Expressionism,The woman who looks back,78854.jpg
Moise Kisling,Post-Impressionism,Sonia,9148.jpg
Bernardo Strozzi,Baroque,Doge Francesco Erizzo,43168.jpg
Amrita Sher-Gil,Post-Impressionism,Village Scene,27763.jpg
Francisco Oller,Impressionism,The Wake,71637.jpg
Honore Daumier,Realism,"Zounds, Catherine",26170.jpg
Lovis Corinth,Impressionism,Woman's Half Portrait with Straw Hat (Luise Halbe),61915.jpg
Honore Daumier,Realism,Emile Ollivier,86178.jpg
Istvan Ilosvai Varga,Expressionism,Houses and People,49253.jpg
George Bouzianis,Expressionism,Portrait of a Man,3569.jpg
Jean Hugo,Post-Impressionism,The Boule Players,61925.jpg
Jean-Leon Gerome,Romanticism,Bisharin Warrior,13528.jpg
Gustave de Smet,Expressionism,Landscape with Farmhouses,82800.jpg
Winston Churchill,Impressionism,At the Pyramids,99057.jpg
Frederick McCubbin,Impressionism,"The old ship, Williamstown",54217.jpg
Maurice Boitel,Impressionism,Noël au Noirda,11676.jpg
Heorhiy Narbut,Art Nouveau (Modern),Sheet 'B' from the album 'Ukrainian alphabet',26166.jpg
George Frederick Watts,Symbolism,Death Crowning Innocence,55213.jpg
James Tissot,Symbolism,Hagar and the Angel in the Desert,42711.jpg
Jean Paul Lemieux,Expressionism,L'Apôtre,96029.jpg
Theodule Ribot,Realism,"Alfred Cadart, Founder of the Societe des Aqua-Fortistes",27686.jpg
Raphael Kirchner,Art Nouveau (Modern),Girls with purple surrounds,80399.jpg
Lucian Freud,Expressionism,Man in a Headscarf (also known as The Procurer),11429.jpg
Jaroslav Serpan,Surrealism,Hantée par une aurore fragile,42985.jpg
Maurice Denis,Symbolism,Panel 4. The Vengeance of Venus,32552.jpg
Jehan Georges Vibert,Realism,Scramble for the Lunch,40449.jpg
Lovis Corinth,Impressionism,Donna Gravida,17870.jpg
Lovis Corinth,Impressionism,Self-Portrait in the Studio,84730.jpg
Giorgio Morandi,Post-Impressionism,Natura Morta,103185.jpg
Abraham Manievich,Post-Impressionism,Winter Village Scene,44063.jpg
Raphael Kirchner,Art Nouveau (Modern),All healing,71696.jpg
Sergey Solomko,Art Nouveau (Modern),Costume Designs,48387.jpg
Arthur Rackham,Art Nouveau (Modern),"So the four Brothers took their sticks in their hands, bade their Father good-bye, and passed out of the town gate",35045.jpg
Edwin Henry Landseer,Romanticism,Princess Alice,82242.jpg
Lovis Corinth,Impressionism,In a Black Coat,84922.jpg
Jagdish Swaminathan,Surrealism,Untitled (Tribal Abstract),86580.jpg
Carlos Orozco Romero,Expressionism,Mujer con sombrero-muñequita,3389.jpg
Nicolae Vermont,Impressionism,Marine landscape of Constanta port,9120.jpg
Konstantin Yuon,Post-Impressionism,The Body,67663.jpg
Georges Papazoff,Surrealism,Sans titre (de la serie des lutteurs),73673.jpg
John Bauer,Art Nouveau (Modern),Inge dark lake,59266.jpg
Arthur Hughes,Romanticism,Little one who straight has come Down the Heavenly Stairs,101099.jpg
Jury Annenkov,Art Nouveau (Modern),Russian Ballet Irina Grzhebina,80515.jpg
Charles Robinson,Art Nouveau (Modern),She felt herself changing ,88886.jpg
Wilhelm Kotarbinski,Art Nouveau (Modern),Leela Wend,45640.jpg
Louis Comfort Tiffany,Art Nouveau (Modern),Lampshade sample panel. Chestnut design ,64195.jpg
Lovis Corinth,Impressionism,The Black Mask,84831.jpg
Lovis Corinth,Expressionism,Grandmother and Granddaughter,63708.jpg
Carlos Botelho,Expressionism,Lisbon,48432.jpg
Carl-Ludwig Johann Christineck,Rococo,Yuri Matveevich Veldten,42671.jpg
Fritz Rehm,Art Nouveau (Modern),Hans Sollfrank,91350.jpg
Raphael Kirchner,Art Nouveau (Modern),Girls with beige border,81592.jpg
Paula Modersohn-Becker,Expressionism,Two Girls in Front of Birch Trees,57513.jpg
Maurice Boitel,Impressionism,Alger,96670.jpg
Istvan Ilosvai Varga,Expressionism,Self-portrait against a Red Background,63740.jpg
Jean Cocteau,Expressionism,Les Vestales ,47890.jpg
Lovis Corinth,Impressionism,A Mother's Love,58221.jpg
Enrico Donati,Surrealism,Prière de toucher (in collaboration with Marcel Duchamp),73348.jpg
Walter Battiss,Expressionism,A Gathering,78716.jpg
Gustave de Smet,Impressionism,Jardin a Sint-Martens-Latem,89162.jpg
Gregoire Boonzaier,Post-Impressionism,Quinces & Egg Fruit,69501.jpg
Gregoire Boonzaier,Post-Impressionism,Waenhuiskrans,89580.jpg
M.F. Husain,Expressionism,Untitled (Raj series),2845.jpg
Conroy Maddox,Surrealism,Free Associations,55583.jpg
Maxfield Parrish,Art Nouveau (Modern),A Grape Gatherer (Scribner's Magazine cover),91915.jpg
Alekos Kontopoulos ,Realism, Nude,57500.jpg
Nikolay Bogdanov-Belsky,Impressionism,Waiting for the Ferry,56529.jpg
Mario Zanini,Expressionism,Paisagem com ponte,20150.jpg
Polychronis Lembesis,Romanticism,Captain Benes,97053.jpg
Constantin Artachino,Realism,Wild Roses,22078.jpg
Lucian Freud,Expressionism,Susanna,8474.jpg
Camille Corot,Realism,"Dinan, a gate of  the town",18530.jpg
Heorhiy Narbut,Art Nouveau (Modern),Cover of magazine 'Our past',11730.jpg
John William Waterhouse,Romanticism,Psyche Opening the Golden Box,43470.jpg
Raphael Kirchner,Art Nouveau (Modern),"Geisha, green",72885.jpg
Louis Wain,Art Nouveau (Modern),EVERYTHING HAPPENS AT ONCE!,61451.jpg
Gustave Caillebotte,Impressionism,Factories at Argenteuil,49810.jpg
Eliseu Visconti,Symbolism,Oreadas,61437.jpg
Ding Yanyong,Expressionism,Wisteria,53801.jpg
Fern Coppedge,Impressionism,"Normans Woe Gloucester, Massachusetts",5330.jpg
Yiannis Moralis,Expressionism,Figure,39517.jpg
Victor Brauner,Surrealism,A Tribal Figure/A Cat/A Whale,30406.jpg
Jorge Camacho,Surrealism,Untitled,48563.jpg
Constant Permeke,Expressionism,La Rousse,80289.jpg
Conroy Maddox,Surrealism,Inhospitable Feast,27527.jpg
Albert Huie,Post-Impressionism,Untitled (Portrait),14294.jpg
Walter Battiss,Expressionism,Figures and a Dog in a Mountainous Landscape,74161.jpg
Jean David,Surrealism,Boats,11805.jpg
Theodule Ribot,Realism,The Cook's Recipe,10683.jpg
Carl Larsson,Art Nouveau (Modern),Christmas Morning,85900.jpg
Neil Welliver,Expressionism,Couple with Leslie,52068.jpg
Ivan Vladimirov,Realism,The Capturing of a Tank near Kakhovka,50882.jpg
Luc-Olivier Merson,Symbolism,Jesus at the Well ,10371.jpg
Gregoire Boonzaier,Impressionism,A view of the Ocean,78148.jpg
Camille Corot,Realism,"The Beach, Étretat",46711.jpg
Vsevolod Maksymovych,Art Nouveau (Modern),Carnival,7741.jpg
Raphael Kirchner,Art Nouveau (Modern),Happy New Year,95229.jpg
Jean Paul Lemieux,Expressionism,La récréation,39443.jpg
Helen Dahm,Expressionism,Raumspinne,24621.jpg
Gian Lorenzo Bernini,Baroque,Torso of Neptune,17927.jpg
Winston Churchill,Impressionism,View at Mimizan,40528.jpg
Antonio Dacosta,Surrealism,Sonho de Fernando Pessoa debaixo de uma latada numa tarde de Verão,13962.jpg
Raphael Kirchner,Art Nouveau (Modern),Justine Johnstone,62267.jpg
Julio Galan,Surrealism,You Are Gonna End Up With Me,33658.jpg
Le Pho,Post-Impressionism,Portrait of a Beauty Among Peonies,53530.jpg
Julio Galan,Surrealism,My Secret Friends,45929.jpg
Alice Neel,Expressionism,Mary Shoemaker,53873.jpg
Conroy Maddox,Surrealism,Untitled,29611.jpg
Walter Battiss,Expressionism,Zanzibar study,43785.jpg
Jean David,Expressionism,Untitled,13928.jpg
Philip Wilson Steer,Impressionism,The Swiss Alps at the Earl's Court Exhibition,48212.jpg
Henri Fantin-Latour,Symbolism,Autumn,12017.jpg
Walter Battiss,Impressionism,Landscape Near the Hekpoort Road,29084.jpg
Sabin Balasa,Surrealism,Sound of the Sea,81174.jpg
Lovis Corinth,Expressionism,The Abduction,53255.jpg
David Johnson,Romanticism,Self Portrait in Colonial Dress ,26150.jpg
Eugene Delacroix,Romanticism,Hamlet and Horatio in the cemetery,87788.jpg
Julio Resende,Expressionism,Moçambique,47687.jpg
Cuno Amiet,Post-Impressionism,Sommerlandschaft,5038.jpg
Ivan Vladimirov,Realism,I. V. Dzhugashvili (Stalin) in custody,21249.jpg
William Simpson,Realism,"Battle of the Tchernaya, August 16th 1855",72508.jpg
Karl Schmidt-Rottluff,Expressionism,Portrait of Emy,55827.jpg
Mstislav Dobuzhinsky,Art Nouveau (Modern),Winter in Tsarskoye Selo,21644.jpg
John Brack,Expressionism,The lamp post,94098.jpg
Heorhiy Narbut,Art Nouveau (Modern),Portrait of B. Khmelnitsky,19048.jpg
Edward Wadsworth,Surrealism,Sussex Bypass,76709.jpg
Lovis Corinth,Expressionism,Red Christ,13399.jpg
Toyen,Expressionism,A Nest in the Branches,90808.jpg
Paul Gauguin,Post-Impressionism,Head of a Woman,95603.jpg
Boris Margo,Surrealism,Dawn Dance,39803.jpg
Richard Gerstl,Expressionism,Fragment of a smiling self-portrait at full length,63782.jpg
Rosa Bonheur,Realism,Stag and Doe in a Landscape,102874.jpg
Conroy Maddox,Surrealism,Total Liberty,88582.jpg
Le Pho,Post-Impressionism,The Birthday Cake,95524.jpg
Gregoire Boonzaier,Impressionism,"A Cape Cottage, Tokai",96335.jpg
Ilya Mashkov,Post-Impressionism,Still Life with Peaches,21188.jpg
Franz Stuck,Symbolism,Pieta,59938.jpg
Xu Beihong,Romanticism,Ancient pine and juniper on the west hills,5206.jpg
Hedda Sterne,Surrealism,Composition,20575.jpg
Leon Spilliaert,Symbolism,The Absinthe Drinker,24990.jpg
Karl Bodmer,Romanticism,New Harmony,21554.jpg
Guido Reni,Baroque,Saint Peter,7628.jpg
Giovanni Boldini,Impressionism,Horses and Knights,33861.jpg
Winston Churchill,Impressionism,Winter View of Chartwell,99311.jpg
Fernand Khnopff,Symbolism,Pallentes Radere Mores,44874.jpg
Emily Carr,Post-Impressionism,A Skidegate Beaver Pole,94343.jpg
Mikhail Nesterov,Art Nouveau (Modern),The Legend of the Invisible City of Kitezh,26932.jpg
Theodor Severin Kittelsen,Symbolism,Svelgfoss Norsk Hydro,90596.jpg
Edward Wadsworth,Post-Impressionism,Edward Alexander Wadsworth,3842.jpg
Raphael Kirchner,Art Nouveau (Modern),"Geisha, orange",44524.jpg
Hoca Ali Riza,Impressionism,unknown title,2985.jpg
Arthur Segal,Expressionism,Street with church,52411.jpg
Ding Yanyong,Expressionism,Persona,35252.jpg
Mario Prassinos,Surrealism,Arbres,25257.jpg
Pyotr Konchalovsky,Post-Impressionism,Self-portrait with wife,78281.jpg
William Leighton Leitch,Romanticism,Mediterranean Scene,24971.jpg
Mikhail Nesterov,Realism,Snowballs,56792.jpg
Ralph Earl,Rococo,Oliver and Abigail Wolcott Ellsworth,100670.jpg
Wolfgang Paalen,Surrealism,Les tours de lumière,58057.jpg
Jorge Camacho,Surrealism,Chamán,44676.jpg
Gregoire Boonzaier,Impressionism,Hermanus Seascape,16270.jpg
Raphael Kirchner,Art Nouveau (Modern),Parfums,44005.jpg
Heorhiy Narbut,Art Nouveau (Modern),Cover for the book 'The Russian Red Cross. 1867-1917. ',35972.jpg
James Tissot,Realism,Sarah Hears and  Laughs,32192.jpg
John Wilson Carmichael,Romanticism,Saltash Creek- Near Plymouth ,22463.jpg
Jacek Malczewski,Realism,Memories of youth,96755.jpg
George Saru,Expressionism,The Beautiful Meditation On An Egg,12037.jpg
Edvard Munch,Expressionism,Self-Portrait (in distress),99340.jpg
Georges Seurat,Post-Impressionism,Young Peasant in Blue,52383.jpg
Ryuzaburo Umehara,Post-Impressionism,"Temple of Heaven, Beijing (Tendan)",39444.jpg
Vanessa Bell,Post-Impressionism,Helen Dudley,13914.jpg
Lucian Freud,Expressionism,Bella and Esther,75836.jpg
Ossip Zadkine,Expressionism,Daphne ,88226.jpg
M.F. Husain,Expressionism,Woman in Red,103050.jpg
Carlos Botelho,Expressionism,Lisbon Bouquet,92407.jpg
Louis Comfort Tiffany,Art Nouveau (Modern),Covered Bowl with Virginia Creeper,6729.jpg
Mikhail Nesterov,Symbolism,Youth of St. Sergius,15135.jpg
Lovis Corinth,Impressionism,Pink Roses,42576.jpg
Caravaggio,Baroque,John the Baptist,44312.jpg
Lucian Freud,Expressionism,Naked Portrait,74869.jpg
Enrico Prampolini,Surrealism,The Funeral of Romanticism: Aesthetic Transfiguration,41735.jpg
Konstantinos Parthenis,Expressionism,The Virgin Mary,96406.jpg
Lajos Tihanyi,Expressionism,Compositional sketch,95281.jpg
Briton Riviere,Realism,The Last of the Crew,40721.jpg
Louisa Matthiasdottir,Expressionism,Reykjavík Harbor,69199.jpg
Joaquin Manuel Fernandez Cruzado,Romanticism,Capilla del Santo Ángel de la Guarda de la Iglesia Catedral de Cádiz,96924.jpg
John Collier,Romanticism,Clytemnestra,102185.jpg
Mikhail Vrubel,Realism,Self Portrait,8742.jpg
Harry Clarke,Art Nouveau (Modern),The Year's at the Spring,83997.jpg
Walter Battiss,Expressionism,Children Playing with a Dog and a Pony,76499.jpg
Arnold Böcklin,Romanticism,Portrait of Alexander Michelis,53644.jpg
Enrico Baj,Surrealism,Alterego e altre ipotesi,21106.jpg
Karl Schrag,Expressionism,Sea Breeze in the Woods,21323.jpg
Charles Rennie Mackintosh,Art Nouveau (Modern),The Scottish Musical Review ,1255.jpg
Konstantin Yuon,Art Nouveau (Modern),Summer Landscape,94094.jpg
Hilma af Klint,Expressionism,The Swan (No. 17),17408.jpg
Edward Burne-Jones,Romanticism,The Temple of Love,85631.jpg
Fernand Khnopff,Symbolism,Magician,78785.jpg
Hans Heysen,Realism,The track to the farm,20773.jpg
Ottone Rosai,Expressionism,Adunata,4236.jpg
Gunther Gerzso,Surrealism,Untitled,19963.jpg
Theodor Pallady,Post-Impressionism,Still Life,59998.jpg
António de Carvalho da Silva Porto,Realism,A Ceifa (Lumiar),42483.jpg
Jan Matejko,Romanticism,Boleslaw III of Poland (Boleslaw the Wry mouthed),73723.jpg
Louise Elisabeth Vigee Le Brun,Rococo,Portrait of Madame du Barry,3107.jpg
Lilla Cabot Perry,Impressionism,Portrait of Kahlil Gibran ,34144.jpg
Frans Hals,Baroque,Portrait of a Man,99857.jpg
Rosalba Carriera,Rococo,Four Seasons,65820.jpg
Corneliu Baba,Expressionism,Potrait of a Girl,93632.jpg
Julio Galan,Surrealism,The Boxer,42414.jpg
Ding Yanyong,Expressionism,In the Middle of the Water,30242.jpg
Karl Edvard Diriks,Impressionism,Høstdag,71222.jpg
Maurice Boitel,Impressionism,Noirda beach,20214.jpg
Dante Gabriel Rossetti,Romanticism,Aggie,53880.jpg
Arthur Rackham,Art Nouveau (Modern),The Seven Kids and their mother capered and danced round the spring in their joy,92071.jpg
Mikhail Nesterov,Symbolism,Resurrection,14763.jpg
Mestre Ataíde,Baroque,Nossa Senhora do Carmo e São Simão Stock,88511.jpg
Alexandre Jacovleff,Expressionism,Sheikh Sattam de Haddadin of Palmyra,67489.jpg
James Tissot,Realism,Caricature of Percy William Doyle C.B.,46867.jpg
Renato Guttuso,Expressionism,Ritratto di Marta Marzotto,37296.jpg
Honore Daumier,Realism,"Charles Henri Vernuel, Admiral",3911.jpg
Hedda Sterne,Surrealism,Figure and Black Mantle,11565.jpg
Sergey Solomko,Art Nouveau (Modern),Red Cross,42920.jpg
Franz Xaver Winterhalter,Romanticism,Elisabeth Kaiserin von Österreich,59747.jpg
Yov Kondzelevych,Baroque,Icon of Apostles Andrew and Mark ,93085.jpg
Istvan Ilosvai Varga,Post-Impressionism,Yellow Blockhouse,48002.jpg
Thomas Eakins,Realism,Talcott Williams,74815.jpg
Milton Avery,Post-Impressionism,Bridge to the Sea,17626.jpg
Horace Vernet,Romanticism,A Row of Calvarymen on Horseback,10954.jpg
Maurice Boitel,Impressionism,Hôtel de la plage,7681.jpg
Gregoire Boonzaier,Impressionism,Figures and Cottages,35431.jpg
Ivan Vladimirov,Realism,At the workers' outskirts in the days of overthrowing the autocracy,5567.jpg
Victor Brauner,Surrealism,Personnages sur la plage,50222.jpg
Francis Bott,Surrealism,Composition,45817.jpg
Tsuguharu Foujita,Expressionism,LIttle Girl with Doll,43141.jpg
Amedeo Modigliani,Expressionism,Young Woman of the People,6151.jpg
Lovis Corinth,Impressionism,Self-Portrait with Model,42079.jpg
Xu Beihong,Expressionism,A Beauty in a Tang Poem ,42595.jpg
Emil Carlsen,Impressionism,Marsh Landscape,17198.jpg
Sunset,Impressionism,Rowlandson House,51727.jpg
Pierre Puvis de Chavannes,Symbolism,Allegory of Life,37530.jpg
Giovanni Boldini,Realism,Henri Rochefort,50789.jpg
Hans Heysen,Realism,In the Aroona Valley  ,74949.jpg
Alexey Venetsianov,Realism,Portrait of an Official,16378.jpg
Burhan Dogancay,Expressionism,Nude ,25742.jpg
Arthur Rackham,Art Nouveau (Modern),"Then the Youth took the axe and split the anvil with one blow, catching in the Old Man’s beard at the same time",94476.jpg
Pyotr Konchalovsky,Post-Impressionism,Venice. Rialto Bridge.,26529.jpg
M.F. Husain,Expressionism,Untitled,7404.jpg
Camille Corot,Realism,"Landscape of Royat, study of trees",60246.jpg
Jean-Leon Gerome,Romanticism,Portrait of Eduoard Delessert,4558.jpg
Yves Laloy,Surrealism,Composition with bird,22126.jpg
Yov Kondzelevych,Baroque,Icon The Nativity of Virgin Mary (fragment),11909.jpg
Roger Bissière,Post-Impressionism,Nu Couché sur Linge Blanc ,84778.jpg
John Miller,Impressionism,Venice Light,26708.jpg
Moise Kisling,Post-Impressionism,Sanary landscape,101171.jpg
Albert Trachsel,Post-Impressionism,Still-life with Dahlias,102919.jpg
Vilmos Aba-Novak,Expressionism,Pub,60736.jpg
Robert Brackman,Realism,Sold,94020.jpg
Gregoire Boonzaier,Post-Impressionism,'N Paar Ou Skoene,38499.jpg
Mikhail Nesterov,Symbolism,Descent into Hell,6918.jpg
Vasily Tropinin,Realism,"Tuchkov Alexey (the hero of 1812, the father of the Decembrist Alexei Tuchkova)",41393.jpg
